Index  Binary       Word      Braille6  Braille8  ShortBraille8  Braille8NumbersRaised                            
1778   11011110010  tattoo    ⠞⠁⠞⠞⠕⠕    ⠞⡁⠞⠞⢕⢕    ⠞ ⡁ ⠞ ⠞        2345 17 2345 2345 1358 1358                      
1779   11011110011  taxi      ⠞⠁⠭⠊      ⠞⡁⠭⣊      ⠞ ⡁ ⠭ ⣊        2345 17 1346 2478                                
1780   11011110100  teach     ⠞⠑⠁⠉⠓     ⠞⣑⡁⣉⢓     ⠞ ⣑ ⡁ ⣉        2345 1578 17 1478 1258                           
1781   11011110101  team      ⠞⠑⠁⠍      ⠞⣑⡁⢍      ⠞ ⣑ ⡁ ⢍        2345 1578 17 1348                                
1782   11011110110  tell      ⠞⠑⠇⠇      ⠞⣑⡇⡇      ⠞ ⣑ ⡇ ⡇        2345 1578 1237 1237                              
1783   11011110111  ten       ⠞⠑⠝       ⠞⣑⠝       ⠞ ⣑ ⠝          2345 1578 1345                                   
1784   11011111000  tenant    ⠞⠑⠝⠁⠝⠞    ⠞⣑⠝⡁⠝⠞    ⠞ ⣑ ⠝ ⡁        2345 1578 1345 17 1345 2345                      
1785   11011111001  tennis    ⠞⠑⠝⠝⠊⠎    ⠞⣑⠝⠝⣊⢎    ⠞ ⣑ ⠝ ⠝        2345 1578 1345 1345 2478 2348                    
1786   11011111010  tent      ⠞⠑⠝⠞      ⠞⣑⠝⠞      ⠞ ⣑ ⠝ ⠞        2345 1578 1345 2345                              
1787   11011111011  term      ⠞⠑⠗⠍      ⠞⣑⣗⢍      ⠞ ⣑ ⣗ ⢍        2345 1578 123578 1348                            
1788   11011111100  test      ⠞⠑⠎⠞      ⠞⣑⢎⠞      ⠞ ⣑ ⢎ ⠞        2345 1578 2348 2345                              
1789   11011111101  text      ⠞⠑⠭⠞      ⠞⣑⠭⠞      ⠞ ⣑ ⠭ ⠞        2345 1578 1346 2345                              
1790   11011111110  thank     ⠞⠓⠁⠝⠅     ⠞⢓⡁⠝⠅     ⠞ ⢓ ⡁ ⠝        2345 1258 17 1345 13                             
1791   11011111111  that      ⠞⠓⠁⠞      ⠞⢓⡁⠞      ⠞ ⢓ ⡁ ⠞        2345 1258 17 2345                                
1792   11100000000  theme     ⠞⠓⠑⠍⠑     ⠞⢓⣑⢍⣑     ⠞ ⢓ ⣑ ⢍        2345 1258 1578 1348 1578                         
1793   11100000001  then      ⠞⠓⠑⠝      ⠞⢓⣑⠝      ⠞ ⢓ ⣑ ⠝        2345 1258 1578 1345                              
1794   11100000010  theory    ⠞⠓⠑⠕⠗⠽    ⠞⢓⣑⢕⣗⢽    ⠞ ⢓ ⣑ ⢕        2345 1258 1578 1358 123578 134568                
1795   11100000011  there     ⠞⠓⠑⠗⠑     ⠞⢓⣑⣗⣑     ⠞ ⢓ ⣑ ⣗        2345 1258 1578 123578 1578                       
1796   11100000100  they      ⠞⠓⠑⠽      ⠞⢓⣑⢽      ⠞ ⢓ ⣑ ⢽        2345 1258 1578 134568                            
1797   11100000101  thing     ⠞⠓⠊⠝⠛     ⠞⢓⣊⠝⠛     ⠞ ⢓ ⣊ ⠝        2345 1258 2478 1345 1245                         
1798   11100000110  this      ⠞⠓⠊⠎      ⠞⢓⣊⢎      ⠞ ⢓ ⣊ ⢎        2345 1258 2478 2348                              
1799   11100000111  thought   ⠞⠓⠕⠥⠛⠓⠞   ⠞⢓⢕⢥⠛⢓⠞   ⠞ ⢓ ⢕ ⢥        2345 1258 1358 1368 1245 1258 2345               
1800   11100001000  three     ⠞⠓⠗⠑⠑     ⠞⢓⣗⣑⣑     ⠞ ⢓ ⣗ ⣑        2345 1258 123578 1578 1578                       
1801   11100001001  thrive    ⠞⠓⠗⠊⠧⠑    ⠞⢓⣗⣊⣧⣑    ⠞ ⢓ ⣗ ⣊        2345 1258 123578 2478 123678 1578                
1802   11100001010  throw     ⠞⠓⠗⠕⠺     ⠞⢓⣗⢕⣺     ⠞ ⢓ ⣗ ⢕        2345 1258 123578 1358 245678                     
1803   11100001011  thumb     ⠞⠓⠥⠍⠃     ⠞⢓⢥⢍⠃     ⠞ ⢓ ⢥ ⢍        2345 1258 1368 1348 12                           
1804   11100001100  thunder   ⠞⠓⠥⠝⠙⠑⠗   ⠞⢓⢥⠝⡙⣑⣗   ⠞ ⢓ ⢥ ⠝        2345 1258 1368 1345 1457 1578 123578             
1805   11100001101  ticket    ⠞⠊⠉⠅⠑⠞    ⠞⣊⣉⠅⣑⠞    ⠞ ⣊ ⣉ ⠅        2345 2478 1478 13 1578 2345                      
1806   11100001110  tide      ⠞⠊⠙⠑      ⠞⣊⡙⣑      ⠞ ⣊ ⡙ ⣑        2345 2478 1457 1578                              
1807   11100001111  tiger     ⠞⠊⠛⠑⠗     ⠞⣊⠛⣑⣗     ⠞ ⣊ ⠛ ⣑        2345 2478 1245 1578 123578                       
1808   11100010000  tilt      ⠞⠊⠇⠞      ⠞⣊⡇⠞      ⠞ ⣊ ⡇ ⠞        2345 2478 1237 2345                              
1809   11100010001  timber    ⠞⠊⠍⠃⠑⠗    ⠞⣊⢍⠃⣑⣗    ⠞ ⣊ ⢍ ⠃        2345 2478 1348 12 1578 123578                    
1810   11100010010  time      ⠞⠊⠍⠑      ⠞⣊⢍⣑      ⠞ ⣊ ⢍ ⣑        2345 2478 1348 1578                              
1811   11100010011  tiny      ⠞⠊⠝⠽      ⠞⣊⠝⢽      ⠞ ⣊ ⠝ ⢽        2345 2478 1345 134568                            
1812   11100010100  tip       ⠞⠊⠏       ⠞⣊⣏       ⠞ ⣊ ⣏          2345 2478 123478                                 
1813   11100010101  tired     ⠞⠊⠗⠑⠙     ⠞⣊⣗⣑⡙     ⠞ ⣊ ⣗ ⣑        2345 2478 123578 1578 1457                       
1814   11100010110  tissue    ⠞⠊⠎⠎⠥⠑    ⠞⣊⢎⢎⢥⣑    ⠞ ⣊ ⢎ ⢎        2345 2478 2348 2348 1368 1578                    
1815   11100010111  title     ⠞⠊⠞⠇⠑     ⠞⣊⠞⡇⣑     ⠞ ⣊ ⠞ ⡇        2345 2478 2345 1237 1578                         
1816   11100011000  toast     ⠞⠕⠁⠎⠞     ⠞⢕⡁⢎⠞     ⠞ ⢕ ⡁ ⢎        2345 1358 17 2348 2345                           
1817   11100011001  tobacco   ⠞⠕⠃⠁⠉⠉⠕   ⠞⢕⠃⡁⣉⣉⢕   ⠞ ⢕ ⠃ ⡁        2345 1358 12 17 1478 1478 1358                   
1818   11100011010  today     ⠞⠕⠙⠁⠽     ⠞⢕⡙⡁⢽     ⠞ ⢕ ⡙ ⡁        2345 1358 1457 17 134568                         
1819   11100011011  toddler   ⠞⠕⠙⠙⠇⠑⠗   ⠞⢕⡙⡙⡇⣑⣗   ⠞ ⢕ ⡙ ⡙        2345 1358 1457 1457 1237 1578 123578             
1820   11100011100  toe       ⠞⠕⠑       ⠞⢕⣑       ⠞ ⢕ ⣑          2345 1358 1578                                   
1821   11100011101  together  ⠞⠕⠛⠑⠞⠓⠑⠗  ⠞⢕⠛⣑⠞⢓⣑⣗  ⠞ ⢕ ⠛ ⣑        2345 1358 1245 1578 2345 1258 1578 123578        
1822   11100011110  toilet    ⠞⠕⠊⠇⠑⠞    ⠞⢕⣊⡇⣑⠞    ⠞ ⢕ ⣊ ⡇        2345 1358 2478 1237 1578 2345                    
1823   11100011111  token     ⠞⠕⠅⠑⠝     ⠞⢕⠅⣑⠝     ⠞ ⢕ ⠅ ⣑        2345 1358 13 1578 1345                           
1824   11100100000  tomato    ⠞⠕⠍⠁⠞⠕    ⠞⢕⢍⡁⠞⢕    ⠞ ⢕ ⢍ ⡁        2345 1358 1348 17 2345 1358                      
1825   11100100001  tomorrow  ⠞⠕⠍⠕⠗⠗⠕⠺  ⠞⢕⢍⢕⣗⣗⢕⣺  ⠞ ⢕ ⢍ ⢕        2345 1358 1348 1358 123578 123578 1358 245678    
1826   11100100010  tone      ⠞⠕⠝⠑      ⠞⢕⠝⣑      ⠞ ⢕ ⠝ ⣑        2345 1358 1345 1578                              
1827   11100100011  tongue    ⠞⠕⠝⠛⠥⠑    ⠞⢕⠝⠛⢥⣑    ⠞ ⢕ ⠝ ⠛        2345 1358 1345 1245 1368 1578                    
1828   11100100100  tonight   ⠞⠕⠝⠊⠛⠓⠞   ⠞⢕⠝⣊⠛⢓⠞   ⠞ ⢕ ⠝ ⣊        2345 1358 1345 2478 1245 1258 2345               
1829   11100100101  tool      ⠞⠕⠕⠇      ⠞⢕⢕⡇      ⠞ ⢕ ⢕ ⡇        2345 1358 1358 1237                              
1830   11100100110  tooth     ⠞⠕⠕⠞⠓     ⠞⢕⢕⠞⢓     ⠞ ⢕ ⢕ ⠞        2345 1358 1358 2345 1258                         
1831   11100100111  top       ⠞⠕⠏       ⠞⢕⣏       ⠞ ⢕ ⣏          2345 1358 123478                                 
1832   11100101000  topic     ⠞⠕⠏⠊⠉     ⠞⢕⣏⣊⣉     ⠞ ⢕ ⣏ ⣊        2345 1358 123478 2478 1478                       
1833   11100101001  topple    ⠞⠕⠏⠏⠇⠑    ⠞⢕⣏⣏⡇⣑    ⠞ ⢕ ⣏ ⣏        2345 1358 123478 123478 1237 1578                
1834   11100101010  torch     ⠞⠕⠗⠉⠓     ⠞⢕⣗⣉⢓     ⠞ ⢕ ⣗ ⣉        2345 1358 123578 1478 1258                       
1835   11100101011  tornado   ⠞⠕⠗⠝⠁⠙⠕   ⠞⢕⣗⠝⡁⡙⢕   ⠞ ⢕ ⣗ ⠝        2345 1358 123578 1345 17 1457 1358               
1836   11100101100  tortoise  ⠞⠕⠗⠞⠕⠊⠎⠑  ⠞⢕⣗⠞⢕⣊⢎⣑  ⠞ ⢕ ⣗ ⠞        2345 1358 123578 2345 1358 2478 2348 1578        
1837   11100101101  toss      ⠞⠕⠎⠎      ⠞⢕⢎⢎      ⠞ ⢕ ⢎ ⢎        2345 1358 2348 2348                              
1838   11100101110  total     ⠞⠕⠞⠁⠇     ⠞⢕⠞⡁⡇     ⠞ ⢕ ⠞ ⡁        2345 1358 2345 17 1237                           
1839   11100101111  tourist   ⠞⠕⠥⠗⠊⠎⠞   ⠞⢕⢥⣗⣊⢎⠞   ⠞ ⢕ ⢥ ⣗        2345 1358 1368 123578 2478 2348 2345             
1840   11100110000  toward    ⠞⠕⠺⠁⠗⠙    ⠞⢕⣺⡁⣗⡙    ⠞ ⢕ ⣺ ⡁        2345 1358 245678 17 123578 1457                  
1841   11100110001  tower     ⠞⠕⠺⠑⠗     ⠞⢕⣺⣑⣗     ⠞ ⢕ ⣺ ⣑        2345 1358 245678 1578 123578                     
1842   11100110010  town      ⠞⠕⠺⠝      ⠞⢕⣺⠝      ⠞ ⢕ ⣺ ⠝        2345 1358 245678 1345                            
1843   11100110011  toy       ⠞⠕⠽       ⠞⢕⢽       ⠞ ⢕ ⢽          2345 1358 134568                                 
1844   11100110100  track     ⠞⠗⠁⠉⠅     ⠞⣗⡁⣉⠅     ⠞ ⣗ ⡁ ⣉        2345 123578 17 1478 13                           
1845   11100110101  trade     ⠞⠗⠁⠙⠑     ⠞⣗⡁⡙⣑     ⠞ ⣗ ⡁ ⡙        2345 123578 17 1457 1578                         
1846   11100110110  traffic   ⠞⠗⠁⠋⠋⠊⠉   ⠞⣗⡁⢋⢋⣊⣉   ⠞ ⣗ ⡁ ⢋        2345 123578 17 1248 1248 2478 1478               
1847   11100110111  tragic    ⠞⠗⠁⠛⠊⠉    ⠞⣗⡁⠛⣊⣉    ⠞ ⣗ ⡁ ⠛        2345 123578 17 1245 2478 1478                    
1848   11100111000  train     ⠞⠗⠁⠊⠝     ⠞⣗⡁⣊⠝     ⠞ ⣗ ⡁ ⣊        2345 123578 17 2478 1345                         
1849   11100111001  transfer  ⠞⠗⠁⠝⠎⠋⠑⠗  ⠞⣗⡁⠝⢎⢋⣑⣗  ⠞ ⣗ ⡁ ⠝        2345 123578 17 1345 2348 1248 1578 123578        
1850   11100111010  trap      ⠞⠗⠁⠏      ⠞⣗⡁⣏      ⠞ ⣗ ⡁ ⣏        2345 123578 17 123478                            
1851   11100111011  trash     ⠞⠗⠁⠎⠓     ⠞⣗⡁⢎⢓     ⠞ ⣗ ⡁ ⢎        2345 123578 17 2348 1258                         
1852   11100111100  travel    ⠞⠗⠁⠧⠑⠇    ⠞⣗⡁⣧⣑⡇    ⠞ ⣗ ⡁ ⣧        2345 123578 17 123678 1578 1237                  
1853   11100111101  tray      ⠞⠗⠁⠽      ⠞⣗⡁⢽      ⠞ ⣗ ⡁ ⢽        2345 123578 17 134568                            
1854   11100111110  treat     ⠞⠗⠑⠁⠞     ⠞⣗⣑⡁⠞     ⠞ ⣗ ⣑ ⡁        2345 123578 1578 17 2345                         
1855   11100111111  tree      ⠞⠗⠑⠑      ⠞⣗⣑⣑      ⠞ ⣗ ⣑ ⣑        2345 123578 1578 1578                            
1856   11101000000  trend     ⠞⠗⠑⠝⠙     ⠞⣗⣑⠝⡙     ⠞ ⣗ ⣑ ⠝        2345 123578 1578 1345 1457                       
1857   11101000001  trial     ⠞⠗⠊⠁⠇     ⠞⣗⣊⡁⡇     ⠞ ⣗ ⣊ ⡁        2345 123578 2478 17 1237                         
1858   11101000010  tribe     ⠞⠗⠊⠃⠑     ⠞⣗⣊⠃⣑     ⠞ ⣗ ⣊ ⠃        2345 123578 2478 12 1578                         
1859   11101000011  trick     ⠞⠗⠊⠉⠅     ⠞⣗⣊⣉⠅     ⠞ ⣗ ⣊ ⣉        2345 123578 2478 1478 13                         
1860   11101000100  trigger   ⠞⠗⠊⠛⠛⠑⠗   ⠞⣗⣊⠛⠛⣑⣗   ⠞ ⣗ ⣊ ⠛        2345 123578 2478 1245 1245 1578 123578           
1861   11101000101  trim      ⠞⠗⠊⠍      ⠞⣗⣊⢍      ⠞ ⣗ ⣊ ⢍        2345 123578 2478 1348                            
1862   11101000110  trip      ⠞⠗⠊⠏      ⠞⣗⣊⣏      ⠞ ⣗ ⣊ ⣏        2345 123578 2478 123478                          
1863   11101000111  trophy    ⠞⠗⠕⠏⠓⠽    ⠞⣗⢕⣏⢓⢽    ⠞ ⣗ ⢕ ⣏        2345 123578 1358 123478 1258 134568              
1864   11101001000  trouble   ⠞⠗⠕⠥⠃⠇⠑   ⠞⣗⢕⢥⠃⡇⣑   ⠞ ⣗ ⢕ ⢥        2345 123578 1358 1368 12 1237 1578               
1865   11101001001  truck     ⠞⠗⠥⠉⠅     ⠞⣗⢥⣉⠅     ⠞ ⣗ ⢥ ⣉        2345 123578 1368 1478 13                         
1866   11101001010  true      ⠞⠗⠥⠑      ⠞⣗⢥⣑      ⠞ ⣗ ⢥ ⣑        2345 123578 1368 1578                            
1867   11101001011  truly     ⠞⠗⠥⠇⠽     ⠞⣗⢥⡇⢽     ⠞ ⣗ ⢥ ⡇        2345 123578 1368 1237 134568                     
1868   11101001100  trumpet   ⠞⠗⠥⠍⠏⠑⠞   ⠞⣗⢥⢍⣏⣑⠞   ⠞ ⣗ ⢥ ⢍        2345 123578 1368 1348 123478 1578 2345           
1869   11101001101  trust     ⠞⠗⠥⠎⠞     ⠞⣗⢥⢎⠞     ⠞ ⣗ ⢥ ⢎        2345 123578 1368 2348 2345                       
1870   11101001110  truth     ⠞⠗⠥⠞⠓     ⠞⣗⢥⠞⢓     ⠞ ⣗ ⢥ ⠞        2345 123578 1368 2345 1258                       
1871   11101001111  try       ⠞⠗⠽       ⠞⣗⢽       ⠞ ⣗ ⢽          2345 123578 134568                               
1872   11101010000  tube      ⠞⠥⠃⠑      ⠞⢥⠃⣑      ⠞ ⢥ ⠃ ⣑        2345 1368 12 1578                                
1873   11101010001  tuition   ⠞⠥⠊⠞⠊⠕⠝   ⠞⢥⣊⠞⣊⢕⠝   ⠞ ⢥ ⣊ ⠞        2345 1368 2478 2345 2478 1358 1345               
1874   11101010010  tumble    ⠞⠥⠍⠃⠇⠑    ⠞⢥⢍⠃⡇⣑    ⠞ ⢥ ⢍ ⠃        2345 1368 1348 12 1237 1578                      
1875   11101010011  tuna      ⠞⠥⠝⠁      ⠞⢥⠝⡁      ⠞ ⢥ ⠝ ⡁        2345 1368 1345 17                                
1876   11101010100  tunnel    ⠞⠥⠝⠝⠑⠇    ⠞⢥⠝⠝⣑⡇    ⠞ ⢥ ⠝ ⠝        2345 1368 1345 1345 1578 1237                    
1877   11101010101  turkey    ⠞⠥⠗⠅⠑⠽    ⠞⢥⣗⠅⣑⢽    ⠞ ⢥ ⣗ ⠅        2345 1368 123578 13 1578 134568                  
1878   11101010110  turn      ⠞⠥⠗⠝      ⠞⢥⣗⠝      ⠞ ⢥ ⣗ ⠝        2345 1368 123578 1345                            
1879   11101010111  turtle    ⠞⠥⠗⠞⠇⠑    ⠞⢥⣗⠞⡇⣑    ⠞ ⢥ ⣗ ⠞        2345 1368 123578 2345 1237 1578                  
1880   11101011000  twelve    ⠞⠺⠑⠇⠧⠑    ⠞⣺⣑⡇⣧⣑    ⠞ ⣺ ⣑ ⡇        2345 245678 1578 1237 123678 1578                
1881   11101011001  twenty    ⠞⠺⠑⠝⠞⠽    ⠞⣺⣑⠝⠞⢽    ⠞ ⣺ ⣑ ⠝        2345 245678 1578 1345 2345 134568                
1882   11101011010  twice     ⠞⠺⠊⠉⠑     ⠞⣺⣊⣉⣑     ⠞ ⣺ ⣊ ⣉        2345 245678 2478 1478 1578                       
1883   11101011011  twin      ⠞⠺⠊⠝      ⠞⣺⣊⠝      ⠞ ⣺ ⣊ ⠝        2345 245678 2478 1345                            
1884   11101011100  twist     ⠞⠺⠊⠎⠞     ⠞⣺⣊⢎⠞     ⠞ ⣺ ⣊ ⢎        2345 245678 2478 2348 2345                       
1885   11101011101  two       ⠞⠺⠕       ⠞⣺⢕       ⠞ ⣺ ⢕          2345 245678 1358                                 
1886   11101011110  type      ⠞⠽⠏⠑      ⠞⢽⣏⣑      ⠞ ⢽ ⣏ ⣑        2345 134568 123478 1578                          
1887   11101011111  typical   ⠞⠽⠏⠊⠉⠁⠇   ⠞⢽⣏⣊⣉⡁⡇   ⠞ ⢽ ⣏ ⣊        2345 134568 123478 2478 1478 17 1237             
1888   11101100000  ugly      ⠥⠛⠇⠽      ⢥⠛⡇⢽      ⢥ ⠛ ⡇ ⢽        1368 1245 1237 134568                            
1889   11101100001  umbrella  ⠥⠍⠃⠗⠑⠇⠇⠁  ⢥⢍⠃⣗⣑⡇⡇⡁  ⢥ ⢍ ⠃ ⣗        1368 1348 12 123578 1578 1237 1237 17            
1890   11101100010  unable    ⠥⠝⠁⠃⠇⠑    ⢥⠝⡁⠃⡇⣑    ⢥ ⠝ ⡁ ⠃        1368 1345 17 12 1237 1578                        
1891   11101100011  unaware   ⠥⠝⠁⠺⠁⠗⠑   ⢥⠝⡁⣺⡁⣗⣑   ⢥ ⠝ ⡁ ⣺        1368 1345 17 245678 17 123578 1578               
1892   11101100100  uncle     ⠥⠝⠉⠇⠑     ⢥⠝⣉⡇⣑     ⢥ ⠝ ⣉ ⡇        1368 1345 1478 1237 1578                         
1893   11101100101  uncover   ⠥⠝⠉⠕⠧⠑⠗   ⢥⠝⣉⢕⣧⣑⣗   ⢥ ⠝ ⣉ ⢕        1368 1345 1478 1358 123678 1578 123578           
1894   11101100110  under     ⠥⠝⠙⠑⠗     ⢥⠝⡙⣑⣗     ⢥ ⠝ ⡙ ⣑        1368 1345 1457 1578 123578                       
1895   11101100111  undo      ⠥⠝⠙⠕      ⢥⠝⡙⢕      ⢥ ⠝ ⡙ ⢕        1368 1345 1457 1358                              
1896   11101101000  unfair    ⠥⠝⠋⠁⠊⠗    ⢥⠝⢋⡁⣊⣗    ⢥ ⠝ ⢋ ⡁        1368 1345 1248 17 2478 123578                    
1897   11101101001  unfold    ⠥⠝⠋⠕⠇⠙    ⢥⠝⢋⢕⡇⡙    ⢥ ⠝ ⢋ ⢕        1368 1345 1248 1358 1237 1457                    
1898   11101101010  unhappy   ⠥⠝⠓⠁⠏⠏⠽   ⢥⠝⢓⡁⣏⣏⢽   ⢥ ⠝ ⢓ ⡁        1368 1345 1258 17 123478 123478 134568           
1899   11101101011  uniform   ⠥⠝⠊⠋⠕⠗⠍   ⢥⠝⣊⢋⢕⣗⢍   ⢥ ⠝ ⣊ ⢋        1368 1345 2478 1248 1358 123578 1348             
1900   11101101100  unique    ⠥⠝⠊⠟⠥⠑    ⢥⠝⣊⡟⢥⣑    ⢥ ⠝ ⣊ ⡟        1368 1345 2478 123457 1368 1578                  
1901   11101101101  unit      ⠥⠝⠊⠞      ⢥⠝⣊⠞      ⢥ ⠝ ⣊ ⠞        1368 1345 2478 2345                              
1902   11101101110  universe  ⠥⠝⠊⠧⠑⠗⠎⠑  ⢥⠝⣊⣧⣑⣗⢎⣑  ⢥ ⠝ ⣊ ⣧        1368 1345 2478 123678 1578 123578 2348 1578      
1903   11101101111  unknown   ⠥⠝⠅⠝⠕⠺⠝   ⢥⠝⠅⠝⢕⣺⠝   ⢥ ⠝ ⠅ ⠝        1368 1345 13 1345 1358 245678 1345               
1904   11101110000  unlock    ⠥⠝⠇⠕⠉⠅    ⢥⠝⡇⢕⣉⠅    ⢥ ⠝ ⡇ ⢕        1368 1345 1237 1358 1478 13                      
1905   11101110001  until     ⠥⠝⠞⠊⠇     ⢥⠝⠞⣊⡇     ⢥ ⠝ ⠞ ⣊        1368 1345 2345 2478 1237                         
1906   11101110010  unusual   ⠥⠝⠥⠎⠥⠁⠇   ⢥⠝⢥⢎⢥⡁⡇   ⢥ ⠝ ⢥ ⢎        1368 1345 1368 2348 1368 17 1237                 
1907   11101110011  unveil    ⠥⠝⠧⠑⠊⠇    ⢥⠝⣧⣑⣊⡇    ⢥ ⠝ ⣧ ⣑        1368 1345 123678 1578 2478 1237                  
1908   11101110100  update    ⠥⠏⠙⠁⠞⠑    ⢥⣏⡙⡁⠞⣑    ⢥ ⣏ ⡙ ⡁        1368 123478 1457 17 2345 1578                    
1909   11101110101  upgrade   ⠥⠏⠛⠗⠁⠙⠑   ⢥⣏⠛⣗⡁⡙⣑   ⢥ ⣏ ⠛ ⣗        1368 123478 1245 123578 17 1457 1578             
1910   11101110110  uphold    ⠥⠏⠓⠕⠇⠙    ⢥⣏⢓⢕⡇⡙    ⢥ ⣏ ⢓ ⢕        1368 123478 1258 1358 1237 1457                  
1911   11101110111  upon      ⠥⠏⠕⠝      ⢥⣏⢕⠝      ⢥ ⣏ ⢕ ⠝        1368 123478 1358 1345                            
1912   11101111000  upper     ⠥⠏⠏⠑⠗     ⢥⣏⣏⣑⣗     ⢥ ⣏ ⣏ ⣑        1368 123478 123478 1578 123578                   
1913   11101111001  upset     ⠥⠏⠎⠑⠞     ⢥⣏⢎⣑⠞     ⢥ ⣏ ⢎ ⣑        1368 123478 2348 1578 2345                       
1914   11101111010  urban     ⠥⠗⠃⠁⠝     ⢥⣗⠃⡁⠝     ⢥ ⣗ ⠃ ⡁        1368 123578 12 17 1345                           
1915   11101111011  urge      ⠥⠗⠛⠑      ⢥⣗⠛⣑      ⢥ ⣗ ⠛ ⣑        1368 123578 1245 1578                            
1916   11101111100  usage     ⠥⠎⠁⠛⠑     ⢥⢎⡁⠛⣑     ⢥ ⢎ ⡁ ⠛        1368 2348 17 1245 1578                           
1917   11101111101  use       ⠥⠎⠑       ⢥⢎⣑       ⢥ ⢎ ⣑          1368 2348 1578                                   
1918   11101111110  used      ⠥⠎⠑⠙      ⢥⢎⣑⡙      ⢥ ⢎ ⣑ ⡙        1368 2348 1578 1457                              
1919   11101111111  useful    ⠥⠎⠑⠋⠥⠇    ⢥⢎⣑⢋⢥⡇    ⢥ ⢎ ⣑ ⢋        1368 2348 1578 1248 1368 1237                    
1920   11110000000  useless   ⠥⠎⠑⠇⠑⠎⠎   ⢥⢎⣑⡇⣑⢎⢎   ⢥ ⢎ ⣑ ⡇        1368 2348 1578 1237 1578 2348 2348               
1921   11110000001  usual     ⠥⠎⠥⠁⠇     ⢥⢎⢥⡁⡇     ⢥ ⢎ ⢥ ⡁        1368 2348 1368 17 1237                           
1922   11110000010  utility   ⠥⠞⠊⠇⠊⠞⠽   ⢥⠞⣊⡇⣊⠞⢽   ⢥ ⠞ ⣊ ⡇        1368 2345 2478 1237 2478 2345 134568             
1923   11110000011  vacant    ⠧⠁⠉⠁⠝⠞    ⣧⡁⣉⡁⠝⠞    ⣧ ⡁ ⣉ ⡁        123678 17 1478 17 1345 2345                      
1924   11110000100  vacuum    ⠧⠁⠉⠥⠥⠍    ⣧⡁⣉⢥⢥⢍    ⣧ ⡁ ⣉ ⢥        123678 17 1478 1368 1368 1348                    
1925   11110000101  vague     ⠧⠁⠛⠥⠑     ⣧⡁⠛⢥⣑     ⣧ ⡁ ⠛ ⢥        123678 17 1245 1368 1578                         
